2129.5	16
2130.5	13
2131.5	8
2132.5	31
2133.5	23
2134.5	20
2135.5	19
2136.5	13
2137.5	15
2138.5	21
2139.5	11
2140.5	21
2141.5	17
2142.5	16
2143.5	13
2144.5	26
2145.5	17
2146.5	24
2147.5	14
2148.5	11
2149.5	14
2150.5	20
2151.5	14
2152.5	25
2153.5	15
2154.5	10
2155.5	18
2156.5	19
2157.5	18
2158.5	13
2159.5	19
2160.5	19
2161.5	20
2162.5	23
2163.5	17
2164.5	12
2165.5	21
2166.5	16
2167.5	20
2168.5	15
2169.5	16
2170.5	19
2171.5	19
2172.5	17
2173.5	12
2174.5	18
2175.5	13
2176.5	17
2177.5	20
2178.5	23
2179.5	20
2180.5	19
2181.5	28
2182.5	14
2183.5	20
2184.5	23
2185.5	26
2186.5	16
2187.5	20
2188.5	24
2189.5	20
2190.5	22
2191.5	22
2192.5	18
2193.5	29
2194.5	23
2195.5	26
2196.5	28
2197.5	24
2198.5	27
2199.5	18
2200.5	21
2201.5	26
2202.5	23
2203.5	18
2204.5	24
2205.5	32
2206.5	26
2207.5	29
2208.5	32
2209.5	28
2210.5	23
2211.5	30
2212.5	25
2213.5	23
2214.5	19
2215.5	23
2216.5	26
2217.5	24
2218.5	20
2219.5	30
2220.5	22
2221.5	25
2222.5	17
2223.5	21
2224.5	33
2225.5	24
2226.5	24
2227.5	32
2228.5	22
2229.5	19
2230.5	21
2231.5	31
2232.5	19
2233.5	17
2234.5	20
2235.5	15
2236.5	22
2237.5	13
2238.5	14
2239.5	21
2240.5	21
2241.5	18
2242.5	17
2243.5	29
2244.5	16
2245.5	16
2246.5	17
2247.5	19
2248.5	23
2249.5	21
2250.5	16
2251.5	13
2252.5	16
2253.5	10
2254.5	14
2255.5	11
2256.5	15
2257.5	16
2258.5	14
2259.5	11
2260.5	15
2261.5	11
2262.5	12
2263.5	12
2264.5	15
2265.5	14
2266.5	15
2267.5	8
2268.5	18
2269.5	15
2270.5	11
2271.5	17
2272.5	8
2273.5	19
2274.5	19
2275.5	13
2276.5	12
2277.5	5
2278.5	11
2279.5	18
2280.5	18
2281.5	16
2282.5	15
2283.5	15
2284.5	15
2285.5	10
2286.5	22
2287.5	18
2288.5	20
2289.5	22
2290.5	15
2291.5	13
2292.5	12
2293.5	14
2294.5	21
2295.5	22
2296.5	19
2297.5	14
2298.5	20
2299.5	9
2300.5	21
2301.5	14
2302.5	15
2303.5	21
2304.5	18
2305.5	15
2306.5	10
2307.5	15
2308.5	18
2309.5	14
2310.5	19
2311.5	22
2312.5	16
2313.5	15
2314.5	21
2315.5	26
2316.5	19
2317.5	14
2318.5	11
2319.5	20
2320.5	15
2321.5	12
2322.5	11
2323.5	8
2324.5	14
2325.5	10
2326.5	11
2327.5	10
2328.5	3
2329.5	8
2330.5	8
2331.5	14
2332.5	9
2333.5	11
2334.5	10
2335.5	7
2336.5	7
2337.5	9
2338.5	9
2339.5	12
2340.5	6
2341.5	3
2342.5	6
2343.5	14
2344.5	5
2345.5	6
2346.5	6
2347.5	6
2348.5	5
2349.5	7
2350.5	12
2351.5	5
2352.5	7
2353.5	8
2354.5	10
2355.5	5
2356.5	5
2357.5	5
2358.5	8
2359.5	5
2360.5	9
2361.5	5
2362.5	8
2363.5	12
2364.5	7
2365.5	6
2366.5	5
2367.5	9
2368.5	7
2369.5	6
2370.5	9
2371.5	4
2372.5	8
2373.5	11
2374.5	6
2375.5	9
2376.5	8
2377.5	12
2378.5	12
2379.5	10
2380.5	10
2381.5	8
2382.5	6
2383.5	6
2384.5	10
2385.5	5
2386.5	10
2387.5	9
2388.5	15
2389.5	9
2390.5	9
2391.5	8
2392.5	11
2393.5	7
2394.5	5
2395.5	6
2396.5	9
2397.5	12
2398.5	9
2399.5	8
2400.5	7
2401.5	13
2402.5	7
2403.5	8
2404.5	8
2405.5	10
2406.5	6
2407.5	7
2408.5	10
2409.5	8
2410.5	7
2411.5	8
2412.5	7
2413.5	8
2414.5	11
2415.5	5
2416.5	12
2417.5	13
2418.5	12
2419.5	15
2420.5	14
2421.5	3
2422.5	6
2423.5	8
2424.5	14
2425.5	4
2426.5	15
2427.5	12
2428.5	9
2429.5	15
2430.5	13
2431.5	10
2432.5	11
2433.5	13
2434.5	11
2435.5	12
2436.5	11
2437.5	11
2438.5	13
2439.5	10
2440.5	12
2441.5	12
2442.5	11
2443.5	8
2444.5	18
2445.5	14
2446.5	21
2447.5	13
2448.5	10
2449.5	22
2450.5	9
2451.5	10
2452.5	11
2453.5	14
2454.5	9
2455.5	9
2456.5	11
2457.5	18
2458.5	13
2459.5	12
2460.5	10
2461.5	9
2462.5	16
2463.5	17
2464.5	11
2465.5	12
2466.5	7
2467.5	17
2468.5	7
2469.5	11
2470.5	6
2471.5	14
2472.5	13
2473.5	9
2474.5	12
2475.5	9
2476.5	10
2477.5	13
2478.5	13
2479.5	20
2480.5	11
2481.5	8
2482.5	17
2483.5	9
2484.5	8
2485.5	10
2486.5	7
2487.5	9
2488.5	7
2489.5	12
2490.5	11
2491.5	17
2492.5	8
2493.5	11
2494.5	10
2495.5	7
2496.5	12
2497.5	12
2498.5	6
2499.5	9
2500.5	11
2501.5	7
2502.5	7
2503.5	14
2504.5	7
2505.5	8
2506.5	10
2507.5	12
2508.5	9
2509.5	15
2510.5	13
2511.5	17
2512.5	9
2513.5	11
2514.5	11
2515.5	16
2516.5	11
2517.5	6
2518.5	10
2519.5	17
2520.5	8
2521.5	10
2522.5	10
2523.5	24
2524.5	21
2525.5	15
2526.5	23
2527.5	19
2528.5	17
2529.5	23
2530.5	17
2531.5	15
2532.5	17
2533.5	14
2534.5	20
2535.5	22
2536.5	11
2537.5	21
2538.5	17
2539.5	21
2540.5	25
2541.5	21
2542.5	26
2543.5	17
2544.5	17
2545.5	13
2546.5	22
2547.5	24
2548.5	17
2549.5	19
2550.5	17
2551.5	22
2552.5	27
2553.5	18
2554.5	18
2555.5	15
2556.5	14
2557.5	13
2558.5	23
2559.5	15
2560.5	10
2561.5	24
2562.5	15
2563.5	15
2564.5	11
2565.5	16
2566.5	15
2567.5	14
2568.5	11
2569.5	17
2570.5	10
2571.5	15
2572.5	9
2573.5	20
2574.5	16
2575.5	9
2576.5	13
2577.5	11
2578.5	15
2579.5	4
2580.5	12
2581.5	4
2582.5	4
2583.5	5
2584.5	3
2585.5	8
2586.5	5
2587.5	4
2588.5	4
2589.5	6
2590.5	3
2591.5	2
2592.5	3
2593.5	3
2594.5	3
2595.5	5
2596.5	5
2597.5	5
2598.5	3
2599.5	4
2600.5	2
2601.5	2
2602.5	4
2603.5	0
2604.5	3
2605.5	0
2606.5	4
2607.5	1
2608.5	2
2609.5	0
2610.5	2
2611.5	1
2612.5	1
2613.5	0
2614.5	0
2615.5	2
2616.5	0
2617.5	5
2618.5	1
2619.5	5
2620.5	0
2621.5	1
2622.5	0
2623.5	2
2624.5	0
2625.5	1
2626.5	3
2627.5	5
2628.5	2
2629.5	2
2630.5	3
2631.5	1
2632.5	2
2633.5	1
2634.5	3
2635.5	1
2636.5	1
2637.5	2
2638.5	0
2639.5	1
2640.5	1
2641.5	1
2642.5	1
2643.5	0
2644.5	0
2645.5	1
2646.5	1
2647.5	0
2648.5	3
2649.5	0
2650.5	1
2651.5	1
2652.5	1
2653.5	1
2654.5	0
2655.5	2
2656.5	1
2657.5	0
2658.5	2
2659.5	0
2660.5	0
2661.5	0
2662.5	2
2663.5	0
2664.5	0
2665.5	0
2666.5	0
2667.5	2
2668.5	0
2669.5	1
2670.5	2
2671.5	1
2672.5	1
2673.5	2
2674.5	2
2675.5	1
2676.5	2
2677.5	0
2678.5	2
2679.5	1
2680.5	0
2681.5	1
2682.5	0
2683.5	2
2684.5	2
2685.5	1
2686.5	3
2687.5	2
2688.5	2
2689.5	0
2690.5	1
2691.5	2
2692.5	2
2693.5	1
2694.5	5
2695.5	0
2696.5	3
2697.5	3
2698.5	2
2699.5	2
2700.5	4
2701.5	0
2702.5	2
2703.5	2
2704.5	2
2705.5	3
2706.5	4
2707.5	0
2708.5	4
2709.5	2
2710.5	0
2711.5	1
2712.5	1
2713.5	0
2714.5	2
2715.5	0
2716.5	1
2717.5	3
2718.5	1
2719.5	1
2720.5	1
2721.5	2
2722.5	0
2723.5	1
2724.5	2
2725.5	3
2726.5	0
2727.5	3
2728.5	0
2729.5	3
2730.5	3
2731.5	2
2732.5	3
2733.5	4
2734.5	4
2735.5	0
2736.5	1
2737.5	3
2738.5	1
2739.5	3
2740.5	3
2741.5	1
2742.5	2
2743.5	2
2744.5	1
2745.5	7
2746.5	2
2747.5	2
2748.5	1
2749.5	2
2750.5	1
2751.5	1
2752.5	3
2753.5	1
2754.5	0
2755.5	3
2756.5	0
2757.5	1
2758.5	3
2759.5	1
2760.5	4
2761.5	2
2762.5	1
2763.5	3
2764.5	0
2765.5	1
2766.5	0
2767.5	0
2768.5	1
2769.5	1
2770.5	0
2771.5	1
2772.5	1
2773.5	3
2774.5	0
2775.5	1
2776.5	1
2777.5	2
2778.5	0
2779.5	1
2780.5	1
2781.5	1
2782.5	2
2783.5	1
2784.5	1
2785.5	2
2786.5	0
2787.5	0
2788.5	0
2789.5	0
2790.5	0
2791.5	0
2792.5	0
2793.5	0
2794.5	0
2795.5	1
2796.5	0
2797.5	0
2798.5	0
2799.5	1
2800.5	1
2801.5	1
2802.5	1
2803.5	1
2804.5	2
2805.5	0
2806.5	1
2807.5	0
2808.5	1
2809.5	0
2810.5	1
2811.5	0
2812.5	1
2813.5	1
2814.5	0
2815.5	1
2816.5	2
2817.5	1
2818.5	1
2819.5	1
2820.5	1
2821.5	2
2822.5	3
2823.5	0
2824.5	1
2825.5	1
2826.5	2
2827.5	3
2828.5	1
2829.5	2
2830.5	0
2831.5	1
2832.5	0
2833.5	1
2834.5	3
2835.5	2
2836.5	1
2837.5	2
2838.5	0
2839.5	0
2840.5	0
2841.5	1
2842.5	3
2843.5	4
2844.5	1
2845.5	0
2846.5	0
2847.5	0
2848.5	1
2849.5	1
2850.5	0
2851.5	1
2852.5	2
2853.5	0
2854.5	0
2855.5	0
2856.5	2
2857.5	1
2858.5	0
2859.5	0
2860.5	0
2861.5	1
2862.5	0
2863.5	0
2864.5	0
2865.5	0
2866.5	1
2867.5	0
2868.5	0
2869.5	2
2870.5	0
2871.5	2
2872.5	0
2873.5	0
2874.5	2
2875.5	3
2876.5	3
2877.5	0
2878.5	3
2879.5	0
2880.5	0
2881.5	1
2882.5	4
2883.5	0
2884.5	1
2885.5	1
2886.5	1
2887.5	1
2888.5	0
2889.5	1
2890.5	1
2891.5	3
2892.5	1
2893.5	5
2894.5	0
2895.5	2
2896.5	1
2897.5	1
2898.5	4
2899.5	2
2900.5	0
2901.5	3
2902.5	2
2903.5	0
2904.5	1
2905.5	2
2906.5	1
2907.5	0
2908.5	4
2909.5	2
2910.5	1
2911.5	1
2912.5	1
2913.5	1
2914.5	1
2915.5	0
2916.5	1
2917.5	0
2918.5	1
2919.5	1
2920.5	1
2921.5	3
2922.5	0
2923.5	1
2924.5	0
2925.5	0
2926.5	1
2927.5	4
2928.5	3
2929.5	2
2930.5	0
2931.5	2
2932.5	2
2933.5	0
2934.5	1
2935.5	0
2936.5	0
2937.5	0
2938.5	0
2939.5	0
2940.5	2
2941.5	0
2942.5	1
2943.5	0
2944.5	1
2945.5	1
2946.5	2
2947.5	0
2948.5	1
2949.5	0
2950.5	0
2951.5	2
2952.5	0
2953.5	1
2954.5	4
2955.5	1
2956.5	2
2957.5	0
2958.5	0
2959.5	0
2960.5	1
2961.5	1
2962.5	1
2963.5	2
2964.5	0
2965.5	1
2966.5	1
2967.5	4
2968.5	0
2969.5	0
2970.5	2
2971.5	1
2972.5	0
2973.5	0
2974.5	1
2975.5	1
2976.5	1
2977.5	1
2978.5	2
2979.5	0
2980.5	0
2981.5	0
2982.5	3
2983.5	1
2984.5	1
2985.5	1
2986.5	1
2987.5	0
2988.5	1
2989.5	3
2990.5	1
2991.5	0
2992.5	2
2993.5	1
2994.5	1
2995.5	3
2996.5	1
2997.5	2
2998.5	0
2999.5	2
3000.5	1
3001.5	1
3002.5	1
3003.5	0
3004.5	1
3005.5	0
3006.5	1
3007.5	0
3008.5	0
3009.5	1
3010.5	0
3011.5	1
3012.5	1
3013.5	0
3014.5	1
3015.5	0
3016.5	0
3017.5	0
3018.5	0
3019.5	1
3020.5	1
3021.5	0
3022.5	0
3023.5	0
3024.5	2
3025.5	1
3026.5	0
3027.5	1
3028.5	2
3029.5	0
3030.5	0
3031.5	1
3032.5	0
3033.5	1
3034.5	1
3035.5	0
3036.5	0
3037.5	2
3038.5	0
3039.5	0
3040.5	0
3041.5	2
3042.5	0
3043.5	0
3044.5	2
3045.5	0
3046.5	1
3047.5	0
3048.5	1
3049.5	2
3050.5	0
3051.5	1
3052.5	1
3053.5	2
3054.5	2
3055.5	2
3056.5	2
3057.5	0
3058.5	0
3059.5	1
3060.5	0
3061.5	0
3062.5	0
3063.5	0
3064.5	0
3065.5	0
3066.5	0
3067.5	1
3068.5	1
3069.5	1
3070.5	1
3071.5	0
3072.5	1
3073.5	2
3074.5	0
3075.5	1
3076.5	1
3077.5	2
3078.5	1
3079.5	2
3080.5	1
3081.5	0
3082.5	2
3083.5	0
3084.5	0
3085.5	0
3086.5	1
3087.5	0
3088.5	0
3089.5	3
3090.5	1
3091.5	0
3092.5	1
3093.5	0
3094.5	0
3095.5	1
3096.5	1
3097.5	0
3098.5	2
3099.5	2
3100.5	1
3101.5	2
3102.5	1
3103.5	0
3104.5	2
3105.5	0
3106.5	1
3107.5	2
3108.5	4
3109.5	1
3110.5	0
3111.5	0
3112.5	0
3113.5	0
3114.5	3
3115.5	2
3116.5	0
3117.5	2
3118.5	0
3119.5	1
3120.5	1
3121.5	1
3122.5	2
3123.5	0
3124.5	0
3125.5	1
3126.5	1
3127.5	1
3128.5	0
3129.5	1
3130.5	0
3131.5	0
3132.5	0
3133.5	0
3134.5	0
3135.5	2
3136.5	1
3137.5	1
3138.5	2
3139.5	2
3140.5	0
3141.5	0
3142.5	0
3143.5	0
3144.5	1
3145.5	3
3146.5	2
3147.5	0
3148.5	1
3149.5	1
3150.5	1
3151.5	0
3152.5	0
3153.5	0
3154.5	1
3155.5	0
3156.5	1
3157.5	1
3158.5	0
3159.5	1
3160.5	1
3161.5	0
3162.5	0
3163.5	0
3164.5	0
3165.5	0
3166.5	0
3167.5	0
3168.5	1
3169.5	1
3170.5	0
3171.5	0
3172.5	1
3173.5	0
3174.5	0
3175.5	1
3176.5	1
3177.5	1
3178.5	0
3179.5	1
3180.5	1
3181.5	0
3182.5	1
3183.5	1
3184.5	0
3185.5	0
3186.5	0
3187.5	1
3188.5	1
3189.5	0
3190.5	0
3191.5	0
3192.5	0
3193.5	0
3194.5	0
3195.5	0
3196.5	0
3197.5	0
3198.5	0
3199.5	0
3200.5	0
3201.5	0
3202.5	0
3203.5	0
3204.5	0
3205.5	0
3206.5	0
3207.5	1
3208.5	1
3209.5	1
3210.5	0
3211.5	0
3212.5	1
3213.5	0
3214.5	1
3215.5	0
3216.5	1
3217.5	0
3218.5	2
3219.5	0
3220.5	1
3221.5	1
3222.5	3
3223.5	0
3224.5	1
3225.5	2
3226.5	0
3227.5	1
3228.5	0
3229.5	0
3230.5	0
3231.5	1
3232.5	0
3233.5	0
3234.5	2
3235.5	0
3236.5	2
3237.5	0
3238.5	0
3239.5	1
3240.5	0
3241.5	0
3242.5	0
3243.5	0
3244.5	2
3245.5	1
3246.5	2
3247.5	3
3248.5	0
3249.5	2
3250.5	0
3251.5	0
3252.5	0
3253.5	0
3254.5	0
3255.5	0
3256.5	2
3257.5	1
3258.5	0
3259.5	1
3260.5	0
3261.5	1
3262.5	0
3263.5	0
3264.5	0
3265.5	1
3266.5	1
3267.5	0
3268.5	0
3269.5	1
3270.5	0
3271.5	1
3272.5	0
3273.5	1
3274.5	1
3275.5	1
3276.5	1
3277.5	0
3278.5	1
3279.5	1
3280.5	1
3281.5	1
3282.5	0
3283.5	0
3284.5	0
3285.5	0
3286.5	1
3287.5	0
3288.5	0
3289.5	0
3290.5	0
3291.5	0
3292.5	0
3293.5	1
3294.5	0
3295.5	0
3296.5	0
3297.5	0
3298.5	0
3299.5	0
3300.5	0
3301.5	1
3302.5	2
3303.5	1
3304.5	1
3305.5	1
3306.5	0
3307.5	2
3308.5	2
3309.5	0
3310.5	1
3311.5	1
3312.5	0
3313.5	1
3314.5	0
3315.5	2
3316.5	0
3317.5	0
3318.5	1
3319.5	1
3320.5	1
3321.5	2
3322.5	0
3323.5	0
3324.5	2
3325.5	2
3326.5	0
3327.5	2
3328.5	0
3329.5	0
3330.5	1
3331.5	0
3332.5	0
3333.5	0
3334.5	0
3335.5	0
3336.5	1
3337.5	1
3338.5	0
3339.5	0
3340.5	0
3341.5	1
3342.5	1
3343.5	3
3344.5	1
3345.5	0
3346.5	0
3347.5	0
3348.5	0
3349.5	0
3350.5	0
3351.5	0
3352.5	0
3353.5	1
3354.5	1
3355.5	0
3356.5	0
3357.5	1
3358.5	0
3359.5	0
3360.5	1
3361.5	0
3362.5	1
3363.5	1
3364.5	1
3365.5	0
3366.5	1
3367.5	1
3368.5	0
3369.5	1
3370.5	1
3371.5	1
3372.5	0
3373.5	0
3374.5	1
3375.5	0
3376.5	0
3377.5	0
3378.5	0
3379.5	1
3380.5	0
3381.5	2
3382.5	0
3383.5	1
3384.5	0
3385.5	0
3386.5	0
3387.5	0
3388.5	0
3389.5	2
3390.5	2
3391.5	2
3392.5	0
3393.5	1
3394.5	0
3395.5	0
3396.5	1
3397.5	1
3398.5	0
3399.5	0
3400.5	0
3401.5	1
3402.5	1
3403.5	0
3404.5	0
3405.5	0
3406.5	0
3407.5	0
3408.5	0
3409.5	1
3410.5	0
3411.5	0
3412.5	1
3413.5	0
3414.5	0
3415.5	0
3416.5	0
3417.5	0
3418.5	0
3419.5	1
3420.5	0
3421.5	0
3422.5	1
3423.5	3
3424.5	2
3425.5	0
3426.5	0
3427.5	0
3428.5	1
3429.5	0
3430.5	1
3431.5	0
3432.5	2
3433.5	1
3434.5	0
3435.5	0
3436.5	1
3437.5	0
3438.5	0
3439.5	0
3440.5	0
3441.5	0
3442.5	0
3443.5	0
3444.5	0
3445.5	0
3446.5	1
3447.5	2
3448.5	0
3449.5	0
3450.5	1
3451.5	0
3452.5	0
3453.5	1
3454.5	1
3455.5	0
3456.5	0
3457.5	1
3458.5	2
3459.5	2
3460.5	0
3461.5	0
3462.5	0
3463.5	0
3464.5	2
3465.5	0
3466.5	0
3467.5	0
3468.5	0
3469.5	1
3470.5	0
3471.5	2
3472.5	2
3473.5	0
3474.5	0
3475.5	1
3476.5	0
3477.5	0
3478.5	0
3479.5	1
3480.5	1
3481.5	0
3482.5	0
3483.5	1
3484.5	0
3485.5	0
3486.5	0
3487.5	2
3488.5	3
3489.5	0
3490.5	1
3491.5	0
3492.5	1
3493.5	2
3494.5	2
3495.5	1
3496.5	2
3497.5	2
3498.5	0
3499.5	0
3500.5	0
3501.5	0
3502.5	1
3503.5	0
3504.5	0
3505.5	2
3506.5	1
3507.5	0
3508.5	2
3509.5	0
3510.5	0
3511.5	0
3512.5	1
3513.5	2
3514.5	0
3515.5	0
3516.5	1
3517.5	0
3518.5	0
3519.5	0
3520.5	0
3521.5	4
3522.5	3
3523.5	3
3524.5	1
3525.5	0
3526.5	0
3527.5	1
3528.5	0
3529.5	2
3530.5	0
3531.5	1
3532.5	0
3533.5	0
3534.5	0
3535.5	2
3536.5	0
3537.5	0
3538.5	0
3539.5	3
3540.5	0
3541.5	0
3542.5	0
3543.5	1
3544.5	0
3545.5	1
3546.5	1
3547.5	0
3548.5	2
3549.5	0
3550.5	1
3551.5	0
3552.5	0
3553.5	0
3554.5	1
3555.5	1
3556.5	1
3557.5	0
3558.5	1
3559.5	0
3560.5	1
3561.5	1
3562.5	1
3563.5	0
3564.5	1
3565.5	1
3566.5	0
3567.5	1
3568.5	0
3569.5	0
3570.5	1
3571.5	0
3572.5	0
3573.5	2
3574.5	1
3575.5	2
3576.5	0
3577.5	0
3578.5	1
3579.5	0
3580.5	1
3581.5	0
3582.5	1
3583.5	0
3584.5	1
3585.5	0
3586.5	0
3587.5	1
3588.5	0
3589.5	0
3590.5	2
3591.5	0
3592.5	1
3593.5	0
3594.5	0
3595.5	0
3596.5	0
3597.5	0
3598.5	0
3599.5	1
3600.5	0
3601.5	1
3602.5	1
3603.5	0
3604.5	0
3605.5	0
3606.5	0
3607.5	0
3608.5	0
3609.5	0
3610.5	0
3611.5	0
3612.5	0
3613.5	1
3614.5	1
3615.5	0
3616.5	0
3617.5	2
3618.5	0
3619.5	0
3620.5	1
3621.5	0
3622.5	2
3623.5	0
3624.5	0
3625.5	0
3626.5	0
3627.5	1
3628.5	0
3629.5	1
3630.5	0
3631.5	0
3632.5	1
3633.5	0
3634.5	0
3635.5	0
3636.5	0
3637.5	0
3638.5	1
3639.5	0
3640.5	0
3641.5	0
3642.5	1
3643.5	0
3644.5	0
3645.5	0
3646.5	0
3647.5	0
3648.5	1
3649.5	1
3650.5	0
3651.5	0
3652.5	0
3653.5	0
3654.5	0
3655.5	0
3656.5	1
3657.5	0
3658.5	1
3659.5	2
3660.5	1
3661.5	0
3662.5	0
3663.5	0
3664.5	0
3665.5	0
3666.5	0
3667.5	0
3668.5	0
3669.5	0
3670.5	0
3671.5	0
3672.5	0
3673.5	1
3674.5	0
3675.5	1
3676.5	2
3677.5	0
3678.5	0
3679.5	0
3680.5	1
3681.5	0
3682.5	0
3683.5	1
3684.5	0
3685.5	0
3686.5	0
3687.5	0
3688.5	0
3689.5	1
3690.5	0
3691.5	0
3692.5	0
3693.5	0
3694.5	1
3695.5	0
3696.5	0
3697.5	0
3698.5	0
3699.5	0
3700.5	0
3701.5	2
3702.5	1
3703.5	0
3704.5	0
3705.5	0
3706.5	0
3707.5	0
3708.5	1
3709.5	0
3710.5	1
3711.5	0
3712.5	1
3713.5	2
3714.5	1
3715.5	1
3716.5	0
3717.5	1
3718.5	0
3719.5	0
3720.5	0
3721.5	1
3722.5	0
3723.5	0
3724.5	0
3725.5	1
3726.5	0
3727.5	0
3728.5	0
3729.5	1
3730.5	0
3731.5	1
3732.5	0
3733.5	0
3734.5	0
3735.5	1
3736.5	1
3737.5	0
3738.5	0
3739.5	2
3740.5	0
3741.5	2
3742.5	0
3743.5	0
3744.5	0
3745.5	0
3746.5	0
3747.5	1
3748.5	0
3749.5	0
3750.5	0
3751.5	1
3752.5	0
3753.5	0
3754.5	0
3755.5	1
3756.5	1
3757.5	0
3758.5	0
3759.5	1
3760.5	0
3761.5	0
3762.5	0
3763.5	0
3764.5	0
3765.5	0
3766.5	1
3767.5	1
3768.5	0
3769.5	0
3770.5	0
3771.5	0
3772.5	0
3773.5	2
3774.5	0
3775.5	0
3776.5	0
3777.5	0
3778.5	0
3779.5	0
3780.5	0
3781.5	0
3782.5	0
3783.5	1
3784.5	0
3785.5	0
3786.5	0
3787.5	1
3788.5	1
3789.5	0
3790.5	1
3791.5	1
3792.5	0
3793.5	2
3794.5	0
3795.5	0
3796.5	0
3797.5	0
3798.5	0
3799.5	0
3800.5	0
3801.5	0
3802.5	1
3803.5	1
3804.5	0
3805.5	0
3806.5	1
3807.5	1
3808.5	0
3809.5	0
3810.5	1
3811.5	0
3812.5	1
3813.5	0
3814.5	1
3815.5	0
3816.5	1
3817.5	0
3818.5	0
3819.5	0
3820.5	2
3821.5	0
3822.5	0
3823.5	1
3824.5	1
3825.5	1
3826.5	1
3827.5	2
3828.5	1
3829.5	0
3830.5	0
3831.5	0
3832.5	0
3833.5	0
3834.5	0
3835.5	1
3836.5	0
3837.5	0
3838.5	0
3839.5	0
3840.5	0
3841.5	0
3842.5	1
3843.5	0
3844.5	1
3845.5	1
3846.5	1
3847.5	2
3848.5	0
3849.5	0
3850.5	0
3851.5	0
3852.5	0
3853.5	0
3854.5	1
3855.5	0
3856.5	1
3857.5	0
3858.5	1
3859.5	1
3860.5	0
3861.5	0
3862.5	0
3863.5	1
3864.5	0
3865.5	0
3866.5	0
3867.5	0
3868.5	0
3869.5	0
3870.5	1
3871.5	0
3872.5	0
3873.5	0
3874.5	0
3875.5	1
3876.5	1
3877.5	0
3878.5	3
3879.5	1
3880.5	1
3881.5	0
3882.5	0
3883.5	2
3884.5	0
3885.5	0
3886.5	1
3887.5	0
3888.5	0
3889.5	0
3890.5	1
3891.5	1
3892.5	1
3893.5	0
3894.5	1
3895.5	0
3896.5	1
3897.5	0
3898.5	0
3899.5	1
3900.5	1
3901.5	1
3902.5	0
3903.5	0
3904.5	1
3905.5	0
3906.5	1
3907.5	0
3908.5	0
3909.5	0
3910.5	0
3911.5	0
3912.5	1
3913.5	0
3914.5	0
3915.5	0
3916.5	0
3917.5	0
3918.5	0
3919.5	0
3920.5	0
3921.5	2
3922.5	1
3923.5	0
3924.5	0
3925.5	0
3926.5	0
3927.5	0
3928.5	1
3929.5	0
3930.5	0
3931.5	0
3932.5	0
3933.5	0
3934.5	0
3935.5	0
3936.5	0
3937.5	1
3938.5	0
3939.5	1
3940.5	0
3941.5	0
3942.5	0
3943.5	0
3944.5	0
3945.5	2
3946.5	0
3947.5	0
3948.5	0
3949.5	0
3950.5	0
3951.5	0
3952.5	1
3953.5	0
3954.5	0
3955.5	2
3956.5	0
3957.5	1
3958.5	1
3959.5	0
3960.5	0
3961.5	0
3962.5	1
3963.5	0
3964.5	0
3965.5	0
3966.5	0
3967.5	1
3968.5	1
3969.5	0
3970.5	1
3971.5	0
3972.5	1
3973.5	1
3974.5	0
3975.5	0
3976.5	0
3977.5	1
3978.5	0
3979.5	1
3980.5	0
3981.5	0
3982.5	0
3983.5	0
3984.5	0
3985.5	1
3986.5	0
3987.5	0
3988.5	1
3989.5	0
3990.5	0
3991.5	0
3992.5	0
3993.5	0
3994.5	1
3995.5	1
3996.5	0
3997.5	1
3998.5	0
3999.5	0
4000.5	1
4001.5	1
4002.5	1
4003.5	0
4004.5	0
4005.5	0
4006.5	0
4007.5	2
4008.5	0
4009.5	0
4010.5	0
4011.5	1
4012.5	0
4013.5	1
4014.5	1
4015.5	0
4016.5	0
4017.5	1
4018.5	1
4019.5	0
4020.5	0
4021.5	0
4022.5	1
4023.5	0
4024.5	0
4025.5	0
4026.5	0
4027.5	0
4028.5	1
4029.5	0
4030.5	0
4031.5	0
4032.5	1
4033.5	0
4034.5	0
4035.5	0
4036.5	0
4037.5	0
4038.5	0
4039.5	0
4040.5	0
4041.5	1
4042.5	0
4043.5	0
4044.5	0
4045.5	0
4046.5	1
4047.5	0
4048.5	0
4049.5	0
4050.5	1
4051.5	0
4052.5	0
4053.5	0
4054.5	0
4055.5	1
4056.5	0
4057.5	0
4058.5	0
4059.5	0
4060.5	0
4061.5	1
4062.5	0
4063.5	0
4064.5	0
4065.5	0
4066.5	0
4067.5	0
4068.5	0
4069.5	0
4070.5	1
4071.5	0
4072.5	0
4073.5	0
4074.5	1
4075.5	2
4076.5	0
4077.5	0
4078.5	0
4079.5	0
4080.5	0
4081.5	0
4082.5	0
4083.5	1
4084.5	0
4085.5	0
4086.5	1
4087.5	0
4088.5	1
4089.5	0
4090.5	0
4091.5	0
4092.5	0
4093.5	0
4094.5	0
4095.5	0
4096.5	0
4097.5	0
4098.5	0
4099.5	1
4100.5	0
4101.5	0
4102.5	0
4103.5	0
4104.5	1
4105.5	0
4106.5	0
4107.5	0
4108.5	0
4109.5	0
4110.5	0
4111.5	0
4112.5	0
4113.5	0
4114.5	1
4115.5	1
4116.5	1
4117.5	0
4118.5	1
4119.5	0
4120.5	0
4121.5	0
4122.5	0
4123.5	0
4124.5	0
4125.5	0
4126.5	1
4127.5	1
4128.5	0
